State,UDISE State Code,Grade,Question Description,Average (%)
Meghalaya,17,Grade 10,Teachers have responded that the parents take interest in school activities,86.80305
Meghalaya,17,Grade 10,of schools have adequate qualified teaching staff,57.299454
Meghalaya,17,Grade 10,of schools have adequate supporting staff,35.98015
Meghalaya,17,Grade 10,of schools have adequate audio visual resources,11.9641075
Meghalaya,17,Grade 10,of schools have adequate library resources,11.840796
Meghalaya,17,Grade 10,of schools participate in sports activities,89.499756
Meghalaya,17,Grade 10,Understand the protocols for COVID symptom reporting,97.87063
Meghalaya,17,Grade 10,Aware of the measures to be taken for wellbeing of the children and school staff,96.98553
Meghalaya,17,Grade 10,Know about the school reopening guidelines,96.09501
Meghalaya,17,Grade 10,I learnt many things:,61
Meghalaya,17,Grade 10,Experiences During Pandemic,66
Meghalaya,17,Grade 10,Obstacles to learning in pandemic,36
Meghalaya,17,Grade 10,No Digital Device at Home,35
Meghalaya,17,Grade 10,Follow the Covid-19 hygiene protocols,90
Meghalaya,17,Grade 10,"Experienced worry, anxiety and fear during pandemic",53
Meghalaya,17,Grade 10,Happy being by myself at home,58
Meghalaya,17,Grade 3,students like to go to school,92.13297302
Meghalaya,17,Grade 3,students use home language as medium of instruction in the class,72.38490899
Meghalaya,17,Grade 3,CWSN students get facilities from school,69.89149271
Meghalaya,17,Grade 3,"students could understand, what teachers teach in the class",92.54720987
Meghalaya,17,Grade 3,Students get parental support for their educational achievement,77.2808972
Meghalaya,17,Grade 3,Teachers have adequate instructional material and supplies,10.31746032
Meghalaya,17,Grade 3,Teachers have adequate work space,16.03174603
Meghalaya,17,Grade 3,Teachers say that they are overloaded with the work,12.53968254
Meghalaya,17,Grade 3,Teachers have responded that the school building needs major repair,51.07057891
Meghalaya,17,Grade 3,Teachers have responded that there is lack of drinking water facilities in school,58.57142857
Meghalaya,17,Grade 3,Teachers have responded that there are inadequate toilet facilities in school,52.61904762
Meghalaya,17,Grade 3,Teachers participated in professional development program,34.12887828
Meghalaya,17,Grade 3,Teachers have responded that the parents take interest in school activities,88.01587302
Meghalaya,17,Grade 3,of schools have adequate qualified teaching staff,57.29945192
Meghalaya,17,Grade 3,of schools have adequate supporting staff,35.98014888
Meghalaya,17,Grade 3,of schools have adequate audio visual resources,11.96410768
Meghalaya,17,Grade 3,of schools have adequate library resources,11.84079602
Meghalaya,17,Grade 3,of schools participate in sports activities,89.49975235
Meghalaya,17,Grade 3,Understand the protocols for COVID symptom reporting,94.75357711
Meghalaya,17,Grade 3,Aware of the measures to be taken for wellbeing of the children and school staff,96.26391097
Meghalaya,17,Grade 3,Know about the school reopening guidelines,96.42289348
Meghalaya,17,Grade 3,I learnt many things:,57
Meghalaya,17,Grade 3,Experiences During Pandemic,58
Meghalaya,17,Grade 3,Obstacles to learning in pandemic,43
Meghalaya,17,Grade 3,No Digital Device at Home,45
Meghalaya,17,Grade 3,Follow the Covid-19 hygiene protocols,81
Meghalaya,17,Grade 3,"Experienced worry, anxiety and fear during pandemic",42
Meghalaya,17,Grade 3,Happy being by myself at home,36
Meghalaya,17,Grade 5,students like to go to school,93.56367421
Meghalaya,17,Grade 5,students use home language as medium of instruction in the class,69.03476937
Meghalaya,17,Grade 5,CWSN students get facilities from school,64.65172684
Meghalaya,17,Grade 5,"students could understand, what teachers teach in the class",92.49590307
Meghalaya,17,Grade 5,Students get parental support for their educational achievement,73.57110489
Meghalaya,17,Grade 5,Teachers have adequate instructional material and supplies,9.273182957
Meghalaya,17,Grade 5,Teachers have adequate work space,16.80602007
Meghalaya,17,Grade 5,Teachers say that they are overloaded with the work,14.46488294
Meghalaya,17,Grade 5,Teachers have responded that the school building needs major repair,51.50501672
Meghalaya,17,Grade 5,Teachers have responded that there is lack of drinking water facilities in school,58.06182122
Meghalaya,17,Grade 5,Teachers have responded that there are inadequate toilet facilities in school,48.37092732
Meghalaya,17,Grade 5,Teachers participated in professional development program,36.84210526
Meghalaya,17,Grade 5,Teachers have responded that the parents take interest in school activities,89.12133891
Meghalaya,17,Grade 5,of schools have adequate qualified teaching staff,57.29945192
Meghalaya,17,Grade 5,of schools have adequate supporting staff,35.98014888
Meghalaya,17,Grade 5,of schools have adequate audio visual resources,11.96410768
Meghalaya,17,Grade 5,of schools have adequate library resources,11.84079602
Meghalaya,17,Grade 5,of schools participate in sports activities,89.49975235
Meghalaya,17,Grade 5,Understand the protocols for COVID symptom reporting,96.15384615
Meghalaya,17,Grade 5,Aware of the measures to be taken for wellbeing of the children and school staff,96.40768588
Meghalaya,17,Grade 5,Know about the school reopening guidelines,94.39330544
Meghalaya,17,Grade 5,I learnt many things:,61
Meghalaya,17,Grade 5,Experiences During Pandemic,62
Meghalaya,17,Grade 5,Obstacles to learning in pandemic,42
Meghalaya,17,Grade 5,No Digital Device at Home,42
Meghalaya,17,Grade 5,Follow the Covid-19 hygiene protocols,81
Meghalaya,17,Grade 5,"Experienced worry, anxiety and fear during pandemic",47
Meghalaya,17,Grade 5,Happy being by myself at home,40
Meghalaya,17,Grade 8,students like to go to school,95.81857514
Meghalaya,17,Grade 8,students use home language as medium of instruction in the class,67.83359197
Meghalaya,17,Grade 8,CWSN students get facilities from school,71.78269168
Meghalaya,17,Grade 8,"students could understand, what teachers teach in the class",93.61344723
Meghalaya,17,Grade 8,Students get parental support for their educational achievement,75.47095894
Meghalaya,17,Grade 8,Teachers have adequate instructional material and supplies,10.67669173
Meghalaya,17,Grade 8,Teachers have adequate work space,22.45666918
Meghalaya,17,Grade 8,Teachers say that they are overloaded with the work,16.52861446
Meghalaya,17,Grade 8,Teachers have responded that the school building needs major repair,46.33044787
Meghalaya,17,Grade 8,Teachers have responded that there is lack of drinking water facilities in school,45.65626175
Meghalaya,17,Grade 8,Teachers have responded that there are inadequate toilet facilities in school,37.50940557
Meghalaya,17,Grade 8,Teachers participated in professional development program,36.66540928
Meghalaya,17,Grade 8,Teachers have responded that the parents take interest in school activities,88.61330327
Meghalaya,17,Grade 8,of schools have adequate qualified teaching staff,57.29945192
Meghalaya,17,Grade 8,of schools have adequate supporting staff,35.98014888
Meghalaya,17,Grade 8,of schools have adequate audio visual resources,11.96410768
Meghalaya,17,Grade 8,of schools have adequate library resources,11.84079602
Meghalaya,17,Grade 8,of schools participate in sports activities,89.49975235
Meghalaya,17,Grade 8,Understand the protocols for COVID symptom reporting,96.61654135
Meghalaya,17,Grade 8,Aware of the measures to be taken for wellbeing of the children and school staff,96.23635679
Meghalaya,17,Grade 8,Know about the school reopening guidelines,96.65287702
Meghalaya,17,Grade 8,I learnt many things:,28.00742298
Meghalaya,17,Grade 8,Experiences During Pandemic,49.38710743
Meghalaya,17,Grade 8,Obstacles to learning in pandemic,96.13436524
Meghalaya,17,Grade 8,No Digital Device at Home,68.39423269
Meghalaya,17,Grade 8,Follow the Covid-19 hygiene protocols,70.50651167
Meghalaya,17,Grade 8,"Experienced worry, anxiety and fear during pandemic",93.37099796
Meghalaya,17,Grade 8,Happy being by myself at home,73.04111543
Mizoram,15,Grade 10,students like to go to school,96.07732
Mizoram,15,Grade 10,students use home language as medium of instruction in the class,77.890076
Mizoram,15,Grade 10,CWSN students get facilities from school,65.46701
Mizoram,15,Grade 10,"students could understand, what teachers teach in the class",94.923584
Mizoram,15,Grade 10,Students get parental support for their educational achievement,78.64044
Mizoram,15,Grade 10,Teachers have adequate instructional material and supplies,19.02299
Mizoram,15,Grade 10,Teachers have adequate work space,48.252148
Mizoram,15,Grade 10,Teachers say that they are overloaded with the work,45.543415
Mizoram,15,Grade 10,Teachers have responded that the school building needs major repair,36.73938
Mizoram,15,Grade 10,Teachers have responded that there is lack of drinking water facilities in school,21.814007
Mizoram,15,Grade 10,Teachers have responded that there are inadequate toilet facilities in school,24.08046
Mizoram,15,Grade 10,Teachers participated in professional development program,43.06275
Mizoram,15,Grade 10,Teachers have responded that the parents take interest in school activities,85.35469
Mizoram,15,Grade 10,of schools have adequate qualified teaching staff,54.073483
Mizoram,15,Grade 10,of schools have adequate supporting staff,33.44
Mizoram,15,Grade 10,of schools have adequate audio visual resources,10.993485
Mizoram,15,Grade 10,of schools have adequate library resources,10.08
Mizoram,15,Grade 10,of schools participate in sports activities,94.46228
Mizoram,15,Grade 10,Understand the protocols for COVID symptom reporting,90.70035
Mizoram,15,Grade 10,Aware of the measures to be taken for wellbeing of the children and school staff,91.62844
Mizoram,15,Grade 10,Know about the school reopening guidelines,91.2794
Mizoram,15,Grade 10,I learnt many things:,55
Mizoram,15,Grade 10,Experiences During Pandemic,59
Mizoram,15,Grade 10,Obstacles to learning in pandemic,26
Mizoram,15,Grade 10,No Digital Device at Home,24
Mizoram,15,Grade 10,Follow the Covid-19 hygiene protocols,89
Mizoram,15,Grade 10,"Experienced worry, anxiety and fear during pandemic",44
Mizoram,15,Grade 10,Happy being by myself at home,67
Mizoram,15,Grade 3,students like to go to school,98.23439534
Mizoram,15,Grade 3,students use home language as medium of instruction in the class,75.17025181
Mizoram,15,Grade 3,CWSN students get facilities from school,72.31321152
Mizoram,15,Grade 3,"students could understand, what teachers teach in the class",94.67161289
Mizoram,15,Grade 3,Students get parental support for their educational achievement,82.8243839
Mizoram,15,Grade 3,Teachers have adequate instructional material and supplies,11.85185185
Mizoram,15,Grade 3,Teachers have adequate work space,38.27893175
Mizoram,15,Grade 3,Teachers say that they are overloaded with the work,37.37075332
Mizoram,15,Grade 3,Teachers have responded that the school building needs major repair,41.211226
Mizoram,15,Grade 3,Teachers have responded that there is lack of drinking water facilities in school,30.91715976
Mizoram,15,Grade 3,Teachers have responded that there are inadequate toilet facilities in school,36.99851412
Mizoram,15,Grade 3,Teachers participated in professional development program,42.26190476
Mizoram,15,Grade 3,Teachers have responded that the parents take interest in school activities,72.36255572
Mizoram,15,Grade 3,of schools have adequate qualified teaching staff,54.07348243
Mizoram,15,Grade 3,of schools have adequate supporting staff,33.44
Mizoram,15,Grade 3,of schools have adequate audio visual resources,10.99348534
Mizoram,15,Grade 3,of schools have adequate library resources,10.08
